"Name","Spin","Remnant Mass","ExF0","ExF1","ExF2","ExF3","ExF4","ExF5","ExF6","ExF7"
682,0.690577731599,0.954696557025,0.0068529659255078534+0.17828549521305698*I,0.3331308349411209-1.0724460839004848*I,-2.3929246027992166+3.8246325634949594*I,9.902700929198252-10.862585660097295*I,-27.706412037077634+27.218834528911493*I,54.8305708479208-51.55418816481958*I,-94.192827554165+66.73235937497644*I,153.28627606342874-53.581486852638754*I
683,0.734343315026,0.944977211567,-0.06624796055797466+0.20194589440980332*I,0.9503994860839748-1.074165164676255*I,-5.299175446066198+3.0259274591913368*I,20.369982011638058-5.7397400666147*I,-58.79706418783202+11.553143126065812*I,116.10227603375961-19.244863062915265*I,-177.20832952414784-2.9202557133807545*I,230.05208109493265+90.75675087663353*I
684,0.695954498474,0.952149309714,-0.0003101262890295997+0.18216891134032737*I,0.3953961571096783-1.0864342378088327*I,-2.6970075025715405+3.8205614423869534*I,11.026382622090935-10.675249338994997*I,-30.936371690832974+26.670238470236896*I,61.22662600699571-50.339397149810466*I,-103.81331010761548+62.88748064560686*I,165.10704242310365-43.15426753634569*I
685,0.679070629786,0.953986802278,0.020671132653218363+0.16949310649718022*I,0.21206448559317082-1.0346069942625031*I,-1.797014405546288+3.776343828144318*I,7.69641375556291-10.996070757566592*I,-21.44107730497345+27.608060812079312*I,42.404027615027736-52.5592189968744*I,-74.96265922681397+71.9439509493249*I,128.14126491581263-70.53266768756012*I
687,0.682702068483,0.95299515393,0.01652537031144076+0.17232674316537983*I,0.24851684383639183-1.0475690437244414*I,-1.9770291689184745+3.7990660083970553*I,8.36311686755583-10.989035038823308*I,-23.323519394958726+27.5869512276921*I,46.13995913213468-52.44922720446375*I,-80.8184588476242+70.69867873094705*I,136.00534445144433-65.9186703651668*I
688,0.738707270271,0.947458158121,-0.0755188261566638+0.2028302920489886*I,1.025372949199055-1.0549412257814492*I,-5.630268722741008+2.818514057568486*I,21.488865079451966-4.630546613819421*I,-62.25618927919312+8.037593046075635*I,122.88717980811222-12.150112700150075*I,-184.8005592943865-15.983647956724965*I,232.2355053123972+113.43463784533218*I
689,0.675680391807,0.954210001847,0.02436972348512309+0.16680878838004265*I,0.1794506708326331-1.0217756888211633*I,-1.6355715371397483+3.7496805451209774*I,7.098592349741108-10.977078653548423*I,-19.761454164234664+27.554788153928307*I,39.068573796464435-52.51206447010853*I,-69.68345174513288+72.80534562432551*I,120.90539153835428-74.27601597946241*I
690,0.686624623021,0.950524905368,0.01182683452717008+0.17532999723190568*I,0.28969713190053104-1.060553484168822*I,-2.1797905543448044+3.816126476584826*I,9.113953437197194-10.946358110065832*I,-25.454835432792258+27.4628154764024*I,50.36750694926179-52.123862483779135*I,-87.36614436655358+68.95358878422947*I,144.58676002642255-60.189984103320924*I
691,0.677480799093,0.952851879171,0.022425899998359478+0.16823864920539583*I,0.19660190810118972-1.028673547620819*I,-1.7205159779056969+3.764467073070773*I,7.413107762748507-10.990092517847202*I,-20.64413051534362+27.591438313685668*I,40.82171919785428-52.55404223858571*I,-72.46492438053204+72.38126020499945*I,124.72638810628195-72.35831117442817*I
693,0.689356401657,0.954625979997,0.008415739171981365+0.1773807055483265*I,0.3195027271128611-1.0689059385903277*I,-2.326131523413711+3.822991154736015*I,9.655596991103756-10.893085155983346*I,-26.999625405181455+27.307728515257605*I,53.429807392563845-51.757621444345425*I,-92.05939280977309+67.47073901447408*I,150.5907473821117-55.72190592273082*I
694,0.738597729653,0.947298735013,-0.07528145307322848+0.20281276498593703*I,1.023464441041709-1.0554826069564083*I,-5.621920449268673+2.82409608648291*I,21.460965462403596-4.660112076806783*I,-62.169668419519596+8.131738437775004*I,122.71708523165485-12.339681268992209*I,-184.61418724235628-15.638678995138804*I,232.20637404609295+112.84890818045447*I
695,0.675243900699,0.951950627847,0.02483407973831106+0.16646079731789074*I,0.17534960568663382-1.020076559293717*I,-1.6152461471347046+3.7458915996703226*I,7.0233442134518205-10.972966682973903*I,-19.550518042390845+27.543148467075795*I,38.64972671295809-52.49613660412531*I,-69.01746495968459+72.89691593916262*I,119.97877099897406-74.7249705511793*I
696,0.679436194347,0.954444156887,0.020262511521147455+0.1697804899714572*I,0.2156629064348634-1.035949838595133*I,-1.814802634603472+3.7789162938842042*I,7.762288640787409-10.996689631844713*I,-21.62667364808896+27.609786846136092*I,42.77232530413198-52.555904277956174*I,-75.5433087524135+71.83208846278725*I,128.93161990465848-70.0900204941675*I
697,0.694748939234,0.952902683969,0.001336663795453344+0.18131325844218765*I,0.3811118742971674-1.0835329693018148*I,-2.6274069253076986+3.823147739656819*I,10.769406650478043-10.725112198695385*I,-30.195446661135936+26.816609324232335*I,59.760063975424266-50.65943950124572*I,-101.62438788040998+63.83773138223259*I,162.45891807240105-45.64086484865718*I
708,0.712338583712,0.952671357159,-0.025143654568230298+0.1926872305306523*I,0.6084856822789336-1.1094938126996279*I,-3.7221779105017703+3.671550263909731*I,14.785186895284099-9.46225052979122*I,-41.9279893732454+23.054527711104374*I,82.93734770471755-42.72160833565293*I,-134.97541849089447+44.15353482535844*I,199.20476728867888+0.2754012173834752*I
709,0.679706010624,0.953974521102,0.019959696608557106+0.16999224701794327*I,0.21832849982966507-1.0369352699492989*I,-1.8279794265545803+3.7807698885815637*I,7.811087476240084-10.996949176502683*I,-21.76419636730865+27.61047334885968*I,43.04547838022503-52.55227361381558*I,-75.97329751668816+71.74905106403388*I,129.50239622354363-69.77199928378*I
710,0.660165974782,0.956530734473,0.039309896847114056+0.15420566706999717*I,0.046787411319663075-0.9560312775058961*I,-0.9757244005114282+3.573166123844124*I,4.660003903802015-10.634624283953242*I,-12.99353430106401+26.594262573355074*I,25.618059408278704-50.82308593614994*I,-47.889112484604134+73.72139049994684*I,89.61746685559801-85.44192552201736*I
711,0.652084700751,0.957816640236,0.045901690356397136+0.14754050236800878*I,-0.012248095743254694-0.9185257561457605*I,-0.6807885624918741+3.4543549605672736*I,3.574756597704397-10.329759989645869*I,-10.028089833557171+25.748420824270692*I,19.721848457292346-49.22789753330949*I,-38.079902588755274+72.6471945853607*I,74.79431081377002-88.02824741716968*I
713,0.667448852329,0.958284940529,0.03268854734664082+0.16017141687322672*I,0.10576754305582609-0.9881386871506073*I,-1.2696508469014405+3.6659238945558306*I,5.7449097506005575-10.841834254615959*I,-15.98738256340567+27.173900093136673*I,31.569714629770544-51.8817714579399*I,-57.633743252731826+73.85192265612018*I,103.88262134935327-81.3282275780636*I
714,0.70272783868,0.95132105564,-0.010012804003867462+0.18678959995466676*I,0.4791789127180516-1.099912219095645*I,-3.103164331850832+3.7862376945871836*I,12.522353082192492-10.302065181944865*I,-35.276512524807785+25.568065803160565*I,69.8099770404079-47.97922899460942*I,-116.41664539050439+56.52869166765537*I,179.72504457571307-27.431759691532086*I
715,0.650114778413,0.957067010808,0.047394652755173794+0.1459143265851375*I,-0.025665744996032303-0.9091563194647274*I,-0.6136675065680958+3.4233312742203243*I,3.328379762551244-10.245654193250472*I,-9.359265960362162+25.51632725011244*I,18.39195169126994-48.785034572129874*I,-35.84330206720817+72.26119685438441*I,71.37310694847092-88.3762436076477*I
716,0.678694194097,0.956061134382,0.021089913333276963+0.16919683238226962*I,0.20837680722698038-1.0332156347762416*I,-1.7787752537090646+3.773634060077679*I,7.628862111919081-10.995134523393316*I,-21.25089173289227+27.60552613621711*I,42.02621578500351-52.56060801962289*I,-74.36841387800594+72.05207003093219*I,127.32321350145169-70.97485029883055*I
717,0.665799352849,0.958806103345,0.03424721706782413+0.15882599562424984*I,0.09191167178120857-0.981035558597322*I,-1.2006701868018572+3.6462942574896213*I,5.4900618923485665-10.801383696079462*I,-15.281604173161089+27.06035336196793*I,30.166865346315436-51.67874306314721*I,-55.35177623642673+73.90135946663717*I,100.57289968735711-82.43192609404137*I
719,0.707896478844,0.951641306167,-0.017946359868168865+0.1900694101012979*I,0.5471888001676748-1.1065977252941188*I,-3.43001643096687+3.7350388465673983*I,13.720341097492941-9.899736761158753*I,-38.784860237333945+24.36887421261565*I,76.73831399163583-45.45750073850435*I,-126.32471996334633+50.40163093733197*I,190.45691552003495-13.356180809930606*I
720,0.666545129268,0.959598786727,0.033546827418221355+0.1594348115920443*I,0.09813883041890187-0.984260943529452*I,-1.2316822158497926+3.6552738510422103*I,5.604610760579813-10.82016665203676*I,-15.598682810187798+27.11311570924319*I,30.797154981412874-51.77330146128211*I,-56.37816622610909+73.88497277121671*I,102.06669005844527-81.94316374504537*I
721,0.655586740358,0.957919226009,0.043139159481846094+0.15043141373425734*I,0.012534266593675847-0.9349800381607352*I,-0.8046793758794465+3.507624741581948*I,4.03013184392814-10.470300452004446*I,-11.268710245563993+26.137463306164094*I,22.18849870364839-49.96628265335148*I,-42.20425419231674+73.2200171888044*I,81.07904986213308-87.14259966685029*I
722,0.677727843066,0.954685134673,0.022155635338373378+0.16843409525322006*I,0.1989852259745165-1.029604469127141*I,-1.7323107115032683+3.7663857876393347*I,7.456795466137161-10.991373064786071*I,-20.76687663056828+27.59500756238011*I,41.065258625282-52.556922500381965*I,-72.85111313406789+72.31691586296179*I,125.2551050662166-72.07758899858035*I
729,0.689184247049,0.951008626056,0.00863414058059081+0.1772525479753406*I,0.31759646867202607-1.0683980171431242*I,-2.3167829560299085+3.8226848170629277*I,9.621005688279215-10.897042025378331*I,-26.900792821053077+27.31929289976374*I,53.23396130633341-51.7843581641082*I,-91.76271304586082+67.5722025920446*I,150.21336809537274-56.01774284740253*I
730,0.678942994242,0.955585773179,0.020813335115025575+0.16939273418768286*I,0.2108122749037749-1.034136330040889*I,-1.7908208316575265+3.7754346997981183*I,7.673470086680103-10.995779246870924*I,-21.37651036478559+27.607279735076624*I,42.27563036723455-52.55961051745276*I,-74.761688448835+71.98019861038892*I,127.86592800920616-70.68396732750415*I
735,0.689627199475,0.951148880374,0.008071226682492577+0.17758195559078177*I,0.3225074879991679-1.0697027120186897*I,-2.340867345634946+3.8234331923209464*I,9.710125547752641-10.88668498870315*I,-27.15548691442606+27.289145867965605*I,53.738774705201564-51.71476758610681*I,-92.53053648027613+67.31143574358433*I,151.19025302319102-55.2540051992348*I
736,0.677140600808,0.955347586199,0.022796716319536822+0.16796915479340413*I,0.19333152057151165-1.0273841615327373*I,-1.7043276527809879+3.7617786509323268*I,7.3531773342259905-10.988140358304236*I,-20.475733131224334+27.585941434042194*I,40.48709330538266-52.54903402798712*I,-71.93573128726749+72.46773233248138*I,124.00104134980555-72.72968129079439*I
760,0.699542412223,0.950333837365,-0.005353469234931824+0.18465814398321914*I,0.439027480045134-1.0941936848902016*I,-2.9089740038474563+3.806720585255239*I,11.807962639406831-10.497991355310797*I,-33.19822300956412+26.148095266286884*I,65.70160753787609-49.213730414957936*I,-110.43033947262369+59.74537638248208*I,172.90563314107328-35.197448199493884*I
761,0.668789101212,0.95880050484,0.03139611435722842+0.16126145038412054*I,0.11724512070479326-0.9938293721515989*I,-1.326751838002104+3.6812216310510486*I,5.955977312231285-10.871638071955054*I,-16.573052447981606+27.257649545657927*I,32.73400471301626-52.02919110388134*I,-59.52048050567049+73.77372973065154*I,106.5895456620862-80.37483990452021*I
763,0.703327230098,0.95117033506,-0.010909014585766763+0.1871817353423435*I,0.4868833200182299-1.1008575894962744*I,-3.140327232396404+3.7814728902117807*I,12.658865701196838-10.260918304805216*I,-35.6748489471138+25.445895937606267*I,70.59678396154072-47.72065090265948*I,-117.55489625696521+55.879553529273664*I,180.99489954977514-25.899872145302034*I
764,0.707735230536,0.948019388381,-0.017691772532775443+0.1899707030442019*I,0.5450137314055181-1.1064386378278332*I,-3.4196030422573354+3.7369922451085893*I,13.682270704046282-9.913961826309743*I,-38.67292175952781+24.41147653075303*I,76.51727917202311-45.546419586429444*I,-126.01091123229605+50.61186029530851*I,190.12386535763096-13.827797839439285*I
765,0.660802706617,0.956960666242,0.03875739562969917+0.15472949888896742*I,0.05171950903229855-0.9589111656990302*I,-1.0003364379588002+3.5818729556847146*I,4.750739871355355-10.655538894285982*I,-13.242863135804843+26.65260422514924*I,26.113735416281568-50.931965536870905*I,-48.70636032236334+73.76766387956415*I,90.82732811122713-85.15564385681793*I
766,0.683176404807,0.958425548525,0.01596953178851057+0.1726933142199519*I,0.25339632447163357-1.049196954034902*I,-2.001087385424526+3.801561014922579*I,8.4522189878839-10.985880576389073*I,-23.57578748281162+27.577763375861654*I,46.64064781957632-52.421681799080375*I,-81.59866068370359+70.51170465249018*I,137.0315872940123-65.26746772695499*I
767,0.687291760387,0.950316247412,0.011004525129015855+0.17583413736084377*I,0.29688905515098585-1.0626495147575543*I,-2.215138204165286+3.8181996055512637*I,9.24481416150047-10.935200702789796*I,-25.82742512088297+27.430366259251013*I,51.10624980560037-52.045536629241205*I,-88.50240530988683+68.61341714047606*I,146.05079139048985-59.13341663559247*I
768,0.657620308708,0.95947659303,0.04146952577826517+0.15210881117108033*I,0.027482598697642246-0.9444000874579941*I,-0.8793543553949532+3.537346814620877*I,4.304966443790443-10.546177947241116*I,-12.02008358408975+26.348115612589655*I,23.682398705709875-50.363041277782784*I,-44.68693997680853+73.47738658157236*I,84.82609230436675-86.47067719579009*I
770,0.655621804892,0.959004142562,0.043110725224283976+0.15046035969437166*I,0.012788547201453337-0.9351435629904664*I,-0.8059491806690225+3.5081435828294936*I,4.034802272624171-10.471650229892465*I,-11.281500924851791+26.141251603762676*I,22.213933934790855-49.97327793075194*I,-42.24483793329877+73.22493217560493*I,81.14723440502767-87.12606451448121*I
771,0.665068846471,0.956466140005,0.034926233800655584+0.15822889291387332*I,0.08586834310845493-0.977857747467526*I,-1.1705780260755425+3.6373282765970534*I,5.378920977437253-10.782194985055096*I,-14.974290008545983+27.00661349328032*I,29.555807652298906-51.581664827921*I,-54.35549366514064+73.90851333961297*I,99.12082388129687-82.8833079628078*I
772,0.680617718083,0.955059398732,0.018928463416783142+0.17070609904508982*I,0.22740046684829296-1.0402333852376127*I,-1.8728069867518555+3.7867990764996824*I,7.977108482957706-10.99668925489892*I,-22.2324425929018+27.609462707301926*I,43.97471452929963-52.53353487057473*I,-77.4325208575323+71.45479297462185*I,131.4712265578363-68.64507445158193*I
773,0.695940678391,0.948917795185,-0.0002911422820042059+0.18215913737404021*I,0.3952317944212225-1.086400914410879*I,-2.696205583963728+3.8205980602542717*I,11.023422810752272-10.675854687929558*I,-30.927802674536355+26.671981072386405*I,61.20995498564851-50.34333356702059*I,-103.78802090349961+62.89956646792747*I,165.0734764564155-43.18127497003967*I
774,0.663728414394,0.956302775618,0.036154616338277656+0.15713151004016293*I,0.07493120492192618-0.9719720015156388*I,-1.1160789798356088+3.6204612337597197*I,5.1777195423037625-10.745025793716838*I,-14.418650114204027+26.902544736666986*I,28.45152198498138-51.39238307202786*I,-52.5492137871277+73.89529938748404*I,96.49125394561138-83.6648919735039*I
776,0.707238907869,0.952233968388,-0.016910873798059334+0.18966544901381677*I,0.5383401127828183-1.1059353515040276*I,-3.3876390239540637+3.7428600722962515*I,13.565370429000502-9.95705054544053*I,-38.329453596386585+24.540348374602583*I,75.83921044958998-45.81597353255778*I,-125.05284199741999+51.249601392198976*I,189.12069800093678-15.251184934365163*I
777,0.678058461763,0.954400474883,0.021792551437719132+0.16869535185903597*I,0.20218532292473684-1.0308468839315705*I,-1.748149235404545+3.768913832809807*I,7.515442559607941-10.992874944941276*I,-20.931795502902705+27.599225078118792*I,41.392850328159746-52.5595179976747*I,-73.36724328576685+72.22834219216301*I,125.96618970568981-71.708066456717*I
