"Name","Spin","Remnant Mass","Nu0","Nu1","Nu2","Nu3","Nu4","Nu5","Nu6","Nu7"
665,0.696709581506,0.949293728554,-2.7242313774691005-0.4380561285187297*I,-2.572264004959255-0.4787321485676685*I,-2.948813300963383-0.7345540854908869*I,-3.301824317572811-0.8329912830471013*I,-3.64114993525761-0.8725772429961706*I,-3.962874678206731-0.9080557145643767*I,-4.307417982317868-0.96330105377285*I,-4.683846996693649-1.0113689393101333*I
667,0.696666345654,0.949995157077,-2.7242050905541597-0.4379651100348709*I,-2.572391431511652-0.4787001526813056*I,-2.9488704667807033-0.73451195895338*I,-3.301873599140688-0.8329445779996802*I,-3.641202650538398-0.8725303581268378*I,-3.9629420596489715-0.90800664826871*I,-4.307497940825795-0.9632436779733313*I,-4.683936687851934-1.0113065883839392*I
669,0.696905212004,0.949616256233,-2.7243501230067113-0.4384682473310926*I,-2.571686988045589-0.478877737081412*I,-2.9485545132601465-0.7347448113700488*I,-3.3016012321117993-0.8332026901404058*I,-3.640911327280859-0.872789436064508*I,-3.9625696685783995-0.908277746241768*I,-4.307056025987668-0.9635606998221727*I,-4.683440979346615-1.0116511059603892*I
670,0.680693411702,0.949703804353,-2.713479194015465-0.4060041101227026*I,-2.616615688383459-0.47078501217957475*I,-2.969307490120739-0.7195476124209478*I,-3.3195548276605926-0.8161069466983294*I,-3.660220453786656-0.8554797493313455*I,-3.987161978036692-0.8899922638912532*I,-4.336162793280683-0.9422411964581219*I,-4.716072057057117-0.9885144511051813*I
671,0.715420312497,0.948991814102,-2.7340918606885385-0.47942440396455943*I,-2.514757755416335-0.49933187519977434*I,-2.923085102853826-0.7536957359175539*I,-3.279712155105046-0.8538305717208775*I,-3.6176746707977303-0.8932795145374813*I,-3.9327266135927594-0.9294333606449255*I,-4.271514238192839-0.988407588881413*I,-4.64355045549012-1.0387063342248255*I
676,0.652949349085,0.956335408564,-2.691219978893784-0.35957508029191365*I,-2.67816204359762-0.46846809850719456*I,-3.001794690566922-0.6960534415641284*I,-3.3480122467274365-0.7886338463595791*I,-3.6912262682784314-0.8270072108828185*I,-4.026293045575015-0.8592612242710782*I,-4.382182690079441-0.9066369151550284*I,-4.767564338527202-0.9499894409248347*I
677,0.654290885038,0.957059298566,-2.692357512615992-0.36152915919085216*I,-2.675611800496207-0.4684147881893775*I,-3.0003056143557982-0.6971252664415805*I,-3.346696079435766-0.7899156582455367*I,-3.6897824469114813-0.8283538918852205*I,-4.024479981272107-0.8607304463708623*I,-4.380057831613571-0.9083342269984803*I,-4.765190104425982-0.9518235330134754*I
678,0.652024811678,0.956337827148,-2.6904345718855605-0.35824613456847065*I,-2.679896908565142-0.4685097690253279*I,-3.002816303570084-0.6953182632834333*I,-3.3489159718461137-0.7877530433322454*I,-3.692218160306821-0.8260807955177435*I,-4.027538114013684-0.8582496879402978*I,-4.3836414766906895-0.9054685765125354*I,-4.7691941215633005-0.9487270648753506*I
682,0.690577731599,0.954696557025,-2.7203497415988966-0.42538119375569783*I,-2.5899521609111376-0.4748155713339286*I,-2.9568195964924255-0.728669517851652*I,-3.308735123433568-0.8264298332579076*I,-3.6485584420296244-0.8659684599089401*I,-3.972330794349461-0.9011131419338372*I,-4.318627422936551-0.9551924947563412*I,-4.696418225232248-1.0025621674198542*I
683,0.734343315026,0.944977211567,-2.7409454167003102-0.5246874986604753*I,-2.4565123492009486-0.5345300974032658*I,-2.894936368558785-0.7751239004557342*I,-3.255587913985141-0.8763204358093896*I,-3.5925049171835175-0.9151717945208506*I,-3.900077827212203-0.9513081629813583*I,-4.232306784340641-1.014381090542883*I,-4.599511487878188-1.0671245298894165*I
684,0.695954498474,0.952149309714,-2.723770050742606-0.43646984589700655*I,-2.5744842202231237-0.478182683550444*I,-2.9498101919793-0.7338196917588836*I,-3.302683840114845-0.8321765243288891*I,-3.6420695861328407-0.8717590261337241*I,-3.9640499897813486-0.9071990375511213*I,-4.308812497448084-0.9622994418511908*I,-4.685411216608918-1.0102805491955116*I
685,0.679070629786,0.953986802278,-2.7122849059107415-0.40295533199524364*I,-2.620756019163766-0.4703455818621606*I,-2.9713098258800716-0.7180907053641327*I,-3.32129494521591-0.8144407839125508*I,-3.6621029319182004-0.853776206248666*I,-3.9895499887747143-0.8881749488062154*I,-4.338981189557738-0.9401286899531197*I,-4.719229449006666-0.9862250957847494*I
687,0.682702068483,0.95299515393,-2.7149327908971292-0.40983097507204236*I,-2.611396137570162-0.4714076103038539*I,-2.966810561445705-0.7213664780825375*I,-3.3173870396221665-0.8181802566218025*I,-3.6578779390906626-0.857595432247764*I,-3.984188076183394-0.8922450526998194*I,-4.332650996842796-0.9448613705065669*I,-4.712137256749118-0.9913547145151395*I
688,0.738707270271,0.947458158121,-2.7420945158086303-0.5355371298471645*I,-2.443747382807389-0.544458717238032*I,-2.8881213414494082-0.7803988993276985*I,-3.2497425992459017-0.8817339796721025*I,-3.5864820583340564-0.9203800774570037*I,-3.892214837408025-0.9563809884493144*I,-4.222805830417032-1.0204570479067891*I,-4.588837246655785-1.0737968674042446*I
689,0.675680391807,0.954210001847,-2.7097352585786787-0.3967124553139872*I,-2.6291834006903807-0.46959456025361224*I,-2.9754504856576203-0.7150824313410601*I,-3.324898456701889-0.8109849997239512*I,-3.666007113083334-0.8502334006140916*I,-3.994497401282745-0.8843861369914662*I,-4.3448159643076805-0.9357276897145416*I,-4.725764598852961-0.9814573102126802*I
690,0.686624623021,0.950524905368,-2.717688825232728-0.41746948338793777*I,-2.6009063933389758-0.47289918338604453*I,-2.96187485954475-0.7249690579698032*I,-3.313108628721611-0.8222646912117147*I,-3.6532633717940715-0.86174996956589*I,-3.9783221330520147-0.8966549292853185*I,-4.32571774367574-0.949995303260405*I,-4.704366983452148-0.9969223704639021*I
691,0.677480799093,0.952851879171,-2.7110982276255657-0.40000626961093594*I,-2.6247455155686756-0.4699664975406787*I,-2.9732586856311767-0.716674084873565*I,-3.3229901155830572-0.8128160251576159*I,-3.663938566225266-0.8521121315767856*I,-3.991876993782732-0.886396886175385*I,-4.341726281137526-0.9380627971227781*I,-4.722304290861001-0.9839867569729966*I
693,0.689356401657,0.954625979997,-2.719540532594819-0.4229144878400493*I,-2.593376183003466-0.4741760158557026*I,-2.9583902295531876-0.7275186131121574*I,-3.310093060798361-0.8251376648968333*I,-3.650017942544419-0.8646616906161471*I,-3.974190496133494-0.8997342720974288*I,-4.320829219012495-0.9535842875075059*I,-4.698886851882012-1.000816607076741*I
694,0.738597729653,0.947298735013,-2.7420675794576597-0.5352630544263606*I,-2.4440635646724593-0.544202441361445*I,-2.8882939413769835-0.7802648582300244*I,-3.249890704801964-0.881596980668563*I,-3.5866342807741156-0.9202485386680527*I,-3.8924138052188635-0.9562535532382906*I,-4.223046551419387-1.020304133037179*I,-4.589107698611693-1.0736288162986158*I
695,0.675243900699,0.951950627847,-2.709401861229343-0.3959213177106827*I,-2.630246515236894-0.4695130745116989*I,-2.9759794516902893-0.714698543411958*I,-3.3253593140780837-0.8105425014440858*I,-3.6665069866050004-0.8497788322273797*I,-3.9951303409675427-0.8838991032946346*I,-4.3455620134326285-0.9351622692398237*I,-4.726600056751134-0.9808449228963624*I
696,0.679436194347,0.954444156887,-2.7125554630132833-0.40363874909400665*I,-2.6198293219833464-0.4704398230268394*I,-2.970859916267305-0.7184179344774614*I,-3.320903817342362-0.8148154361964145*I,-3.661679643463582-0.8541595227978164*I,-3.9890131713917802-0.8885841247164739*I,-4.338347741403236-0.9406042395610972*I,-4.718519848359939-0.9867404104452114*I
697,0.694748939234,0.952902683969,-2.723023679319467-0.4339517818497106*I,-2.578005591544598-0.4773458226334895*I,-2.9513953804612987-0.7326529186782582*I,-3.304051136987601-0.8308796746544258*I,-3.643533580773166-0.8704552634748685*I,-3.9659200998659885-0.9058322916237583*I,-4.311030638598108-0.9607020982924499*I,-4.687899127794983-1.008545130691102*I
708,0.712338583712,0.952671357159,-2.73267928049751-0.47235719469951554*I,-2.52442501437034-0.4949595757938676*I,-2.9274617754123664-0.7504120576287577*I,-3.283466272336766-0.8503084356818477*I,-3.621634312119782-0.8898102005088163*I,-3.9378319324583013-0.9258935104485587*I,-4.2776130675329265-0.984233871920686*I,-4.650398224858753-1.0341537114243884*I
709,0.679706010624,0.953974521102,-2.7127545933820905-0.40414443170556913*I,-2.619143105006474-0.47051112905644316*I,-2.9705274155770627-0.7186598163883846*I,-3.3206148098797414-0.8150922147193854*I,-3.6613669325292992-0.8544426055969755*I,-3.988616535731564-0.8888862085439954*I,-4.337879664582768-0.9409553586567266*I,-4.7179954854309445-0.9871209067511864*I
710,0.660165974782,0.956530734473,-2.697296588499302-0.3704442848100266*I,-2.663967967884261-0.4683038255863919*I,-2.9936898979690794-0.701891413914549*I,-3.3408635629144907-0.7955822945524788*I,-3.683395136737288-0.8342858584623164*I,-4.016448883466099-0.867184892204379*I,-4.370637274465992-0.9157957402904454*I,-4.7546597436256235-0.959888841921574*I
711,0.652084700751,0.957816640236,-2.6904854801979523-0.3583317815796587*I,-2.6797850833342753-0.4685069547538988*I,-3.0027502395518946-0.6953658006163997*I,-3.3488575128485714-0.7878100360922132*I,-3.6921539854495435-0.8261407652077183*I,-4.027457570816254-0.8583151879080863*I,-4.383547117866232-0.9055442242075046*I,-4.769088707336389-0.9488087985294195*I
713,0.667448852329,0.958284940529,-2.703271799536869-0.382292860766944*I,-2.6483971419361003-0.46854964905010554*I,-2.9852699380073346-0.7079700314037795*I,-3.3334737532212326-0.8027309561797751*I,-3.6753287640298598-0.8417193879170903*I,-4.006281986371998-0.8752314000407406*I,-4.358691441253005-0.9251104208238896*I,-4.741297334344002-0.9699636451199308*I
714,0.70272783868,0.95132105564,-2.7277357138380487-0.4509425696671347*I,-2.5542071130525232-0.4838474826824726*I,-2.9407552747692125-0.7405090681312171*I,-3.2948855230124865-0.8395554154943591*I,-3.633744712987206-0.8791445634393025*I,-3.953395265325736-0.9149009737367859*I,-4.296156889590095-0.9713159133321492*I,-4.671212715822993-1.020083937282421*I
715,0.650114778413,0.957067010808,-2.6888090629598262-0.35554648424631985*I,-2.6834235537896873-0.4686072602659136*I,-3.0049150774807774-0.6938083276917468*I,-3.35077447875753-0.7859399525959119*I,-3.694259289196416-0.8241711550444587*I,-4.030098986257415-0.8561624996119915*I,-4.386640916177133-0.9030584300844908*I,-4.772544608501554-0.946123216038328*I
716,0.678694194097,0.956061134382,-2.7120053931396835-0.4022536595185764*I,-2.6217066222753194-0.47025134833403354*I,-2.9717724139509536-0.7177543303969258*I,-3.3216971787468648-0.8140554042866964*I,-3.662538336754288-0.8533817573531813*I,-3.990102085573202-0.8877537334432125*I,-4.339632596073238-0.939639201845776*I,-4.719959143473559-0.9856947044767161*I
717,0.665799352849,0.958806103345,-2.7019365651804335-0.3795331148836366*I,-2.652038428536721-0.468447585600167*I,-2.987198632143934-0.7065761917656538*I,-3.335163341965881-0.8010994812559278*I,-3.6771703761429877-0.8400277924435163*I,-4.008605633726386-0.8734045536717712*I,-4.361423666940934-0.9229943212728642*I,-4.744354427510461-0.9676741897466142*I
719,0.707896478844,0.951641306167,-2.730495335049372-0.4623377009199173*I,-2.5382912690933552-0.48935478017776946*I,-2.9336722242340674-0.7457727479538655*I,-3.2887974974806733-0.845295750100776*I,-3.6272760642238033-0.8848523025497668*I,-3.945091776357958-0.920803683014052*I,-4.286272049029511-0.9782448036345689*I,-4.660118806825043-1.0276268460897642*I
720,0.666545129268,0.959598786727,-2.702541714189709-0.38077539245518505*I,-2.6504005913849213-0.4684899556076081*I,-2.986328213381593-0.7072051151883243*I,-3.3344006072686705-0.8018361970912296*I,-3.6763388148533966-0.8407920144608394*I,-4.007556597291616-0.8742301948709936*I,-4.36019032167175-0.9239505891658147*I,-4.742974497045418-0.9687087463060208*I
721,0.655586740358,0.957919226009,-2.693453466519018-0.363445593087043*I,-2.6731108229658576-0.4683721008833758*I,-2.9988596860672145-0.6981663380692443*I,-3.345419257931247-0.791158058008829*I,-3.6883826442618357-0.8296574583393297*I,-4.022721380382945-0.862151266948666*I,-4.377996144093271-0.9099760156019299*I,-4.762886115847466-0.9535978208493847*I
722,0.677727843066,0.954685134673,-2.7112836819983093-0.40046204720152706*I,-2.6241299337063317-0.470022196456594*I,-2.9729566804854173-0.7168935246469279*I,-3.322727323033203-0.8130680084614331*I,-3.663653884058754-0.8523703979732353*I,-3.9915162084853555-0.8866730264130404*I,-4.341300758382314-0.9383835757814679*I,-4.721827680898785-0.9843342800394598*I
729,0.689184247049,0.951008626056,-2.7194255319649017-0.42256838065808183*I,-2.593856013955677-0.47408936819802455*I,-2.9586109862700067-0.727356938340992*I,-3.310283984713329-0.8249559109014609*I,-3.650223243537193-0.8644777425066015*I,-3.974452008341175-0.8995400176423849*I,-4.321138766108524-0.9533577811368775*I,-4.699233894125824-1.0005707841354083*I
730,0.678942994242,0.955585773179,-2.7121902364328374-0.40271718511122506*I,-2.621078749233646-0.47031331335968346*I,-2.9714667521614806-0.7179765865016541*I,-3.3214313875593566-0.8143100687933066*I,-3.662250615284339-0.8536424328050985*I,-3.9897372623004075-0.8880321154906617*I,-4.3392021574630935-0.9399626993736994*I,-4.719476976160197-0.9860452313945411*I
735,0.689627199475,0.951148880374,-2.7197209608685777-0.4234597103043724*I,-2.592620000029526-0.4743140466693837*I,-2.9580426642416975-0.727773201920628*I,-3.3097924963459624-0.8254237548843726*I,-3.6496947933641852-0.8649511640567941*I,-3.9737788275082617-0.9000398860967184*I,-4.320341899395673-0.9539406707071818*I,-4.698340494579043-1.001203397136158*I
736,0.677140600808,0.955347586199,-2.7108422166162693-0.39938012980392323*I,-2.625590598556735-0.46989167600061693*I,-2.973674072334926-0.7163723122500287*I,-3.3233516290002467-0.8124693176037122*I,-3.6643302605539527-0.8517566675469005*I,-3.9923733374829844-0.8860167124497109*I,-4.342311636154022-0.9376212051894102*I,-4.722959905134623-0.9835083669841946*I
760,0.699542412223,0.950333837365,-2.7259193867509315-0.4440688213661334*I,-2.5638399507552285-0.4809733630203837*I,-2.9450453805886716-0.737334394807007*I,-3.2985778654606728-0.8360653626841603*I,-3.637681015783314-0.8756582556006322*I,-3.9584375816459096-0.9112740275334247*I,-4.302149986250032-0.9670666561745179*I,-4.677937214509372-1.0154621911609107*I
761,0.668789101212,0.95880050484,-2.704347731137284-0.38456757057597074*I,-2.6453878757838023-0.4686559421323857*I,-2.9836933612891183-0.7091101131874267*I,-3.332093958863207-0.8040620070365662*I,-3.673826014863027-0.8430973487057295*I,-4.004384799079125-0.8767176341191527*I,-4.356459770030871-0.9268325873720472*I,-4.738799943640774-0.9718272043354446*I
763,0.703327230098,0.95117033506,-2.7280676930480996-0.4522489400650454*I,-2.5523778170168345-0.48443174074572315*I,-2.939941657390725-0.7411122659373094*I,-3.294185716416324-0.8402161443997419*I,-3.6329997730018033-0.8798032053705308*I,-3.9524401225211054-0.91558438352631*I,-4.2950208464325-0.9721172649084162*I,-4.669937883489391-1.0209558738476177*I
764,0.707735230536,0.948019388381,-2.7304127819654824-0.46197783880252785*I,-2.5387920242003204-0.48916667573009026*I,-2.933895507503115-0.7456063795247289*I,-3.2889892777854373-0.8451151864434886*I,-3.6274794160480637-0.8846732585534779*I,-3.945353139558655-0.9206192106126259*I,-4.28658349091444-0.9780279972223088*I,-4.660468390835844-1.0273906970925761*I
765,0.660802706617,0.956960666242,-2.6978264948270247-0.3714452479063129*I,-2.6626580221568563-0.46830611803198813*I,-2.9929635314316942-0.7024151888345064*I,-3.3402246325149236-0.7962017235101511*I,-3.6826965298764964-0.8349321708679586*I,-4.015569455348413-0.8678863835187919*I,-4.369604859891275-0.9166072054645239*I,-4.753505300415246-0.960766232405954*I
766,0.683176404807,0.958425548525,-2.71527195755802-0.4107431398815761*I,-2.6101483882271586-0.47156801503812434*I,-2.9662179197784466-0.721798533861195*I,-3.316872860226211-0.8186716481180017*I,-3.6573227470757916-0.8580961949033895*I,-3.983482862589433-0.8927775771891935*I,-4.331817915851831-0.9454809810681353*I,-4.711203732734001-0.9920264939043301*I
767,0.687291760387,0.950316247412,-2.718146282802582-0.4187898871767399*I,-2.599084100055652-0.47319205282416893*I,-2.961027474171696-0.7255885740353784*I,-3.3123749405102063-0.82296412860195*I,-3.6524732141082388-0.862459640712206*I,-3.9773166804797935-0.8974063303502663*I,-4.324528493727248-0.9508707484371876*I,-4.703033917525704-0.9978721151160358*I
768,0.657620308708,0.95947659303,-2.6951664994420432-0.36651012976291497*I,-2.669110119470331-0.46832466200545864*I,-2.996575518587101-0.6998116133751511*I,-3.343404614776584-0.7931162201472692*I,-3.6861756875828524-0.8317086127821159*I,-4.019947096486118-0.8643841628601112*I,-4.37474239800372-0.9125569797032234*I,-4.7592493040973824-0.9563874783313311*I
770,0.655621804892,0.959004142562,-2.693483078338548-0.3634978439077303*I,-2.673042629966253-0.4683710741955684*I,-2.9988204570472266-0.6981945874586444*I,-3.3453846333111286-0.7911917342746146*I,-3.688344696478925-0.8296927691741116*I,-4.022673694609608-0.8621897351253477*I,-4.377940230835097-0.9100204718675023*I,-4.762823626745707-0.9536458676233075*I
771,0.665068846471,0.956466140005,-2.701341558217682-0.37832505745564227*I,-2.6536292617239146-0.4684118688433093*I,-2.9880486981749876-0.7059621530251571*I,-3.335908601698204-0.8003792997469431*I,-3.677983199236184-0.839280152159806*I,-4.009630741483677-0.8725963267972252*I,-4.362628644328691-0.9220583816946875*I,-4.745702518608911-0.9666617059893904*I
